,state,city,song,artist,uris
239,Wyoming,Laramie,Somewhere West of Laramie,Hank Cramer,spotify:track:57wI6XDAiz1IYJA82h865O
240,Texas,Laredo,Laredo,Band of Horses,spotify:track:61beXNR1qPPxjyM8x3pdRk
241,Texas,Laredo,Me & Paul,Willie Nelson,spotify:track:4vcDnnuHUmombz20IRkzRO
242,Texas,Laredo,New Year's Day,Charlie Robison,spotify:track:7DXNTiUCWJvomSGEGMr3H8
243,Texas,Laredo,Streets of Laredo,(old cowboy song),spotify:track:1465Y7QceiimGmmpAyDzEN
244,Nevada,Las Vegas,Alone in Vegas,Pusha T,spotify:track:0LV0q6Jo81ijFl5ulGvqWf
245,Nevada,Las Vegas,Checkout Time In Vegas,Drive-By Truckers,spotify:track:6l0FVrsRq73HCbPWVVOhOw
246,Nevada,Las Vegas,Gone Country,Alan Jackson,spotify:track:1A0I5aiVZRwecRlbQcweBh
247,Nevada,Las Vegas,Heaven or Las Vegas,Cocteau Twins,spotify:track:1bwXRScnt3k6vSyVqcKyNj
248,Nevada,Las Vegas,Las Vegas Nights,Verona Grove,spotify:track:79xQjdC6Tsmsjlfc41AIuR
249,Nevada,Las Vegas,Leaving Las Vegas,Sheryl Crow,spotify:track:6MWJy3DXI0Je49FW3gDpLp
250,Nevada,Las Vegas,Let's Go To Vegas,Faith Hill,spotify:track:39HccIrICWp9EBD8MunAUW
251,Nevada,Las Vegas,Vegas,Sara Bareilles,spotify:track:1NcGrbn2dbx6VQOPQeKhjl
252,Nevada,Las Vegas,Pretty Vegas,INXS,spotify:track:37oEm1l0NL6Ud2ccgsdgND
253,Nevada,Las Vegas,Pyramids,Frank Ocean,spotify:track:4QhWbupniDd44EDtnh2bFJ
254,Nevada,Las Vegas,Sam's Town,The Killers,spotify:track:77Kh98jRHI40rIAKnBs7cl
255,Nevada,Las Vegas,She Let Herself Go,George Strait,spotify:track:1mIQiN9xMz58kfQO6wjOeX
256,Nevada,Las Vegas,Vegas,Calvin Harris,spotify:track:5Lx3yHmFZF0aQ2hbb245l1
257,Nevada,Las Vegas,Vegas Lights,Panic! At The Disco,spotify:track:0zewUY3RSh8yaV7q66Okem
258,Nevada,Las Vegas,Viva Las Vegas,Elvis Presley,spotify:track:5Q7ayTarb9Tpmkik5cVMug
259,Nevada,Las Vegas,Waking Up in Vegas,Katy Perry,spotify:track:6fvxos1qSHrIgOkKw4dhWS
260,Nevada,Las Vegas,Welcome to Fabulous Las Vegas,Brandon Flowers,spotify:track:35uvFjZWknhCYKkL9DbUFO
261,Mississippi,Laurel,Goin' Down to Laurel,Steve Forbert,spotify:track:6HOxxdObWwk20axCyqYlyK
262,Nebraska,Lincoln,The Flight:Lincoln to Minneapolis,Blue October,spotify:track:7yN5cMvxrvRlQ50MKDyG1C
263,Arkansas,Little Rock,A Little Past Little Rock,Lee Ann Womack,spotify:track:0ieL9hQJOHdlnyeOoBv768
264,Arkansas,Little Rock,I Hear Little Rock Calling,Ferlin Husky,error
265,Arkansas,Little Rock,Little Rock,Collin Raye,spotify:track:4pM3FHdiulPKpx5g4GIZg6
266,Arkansas,Little Rock,Little Rock,Reba McEntire,spotify:track:4kGwf8ArBjC8AZRNbahDxk
267,Arkansas,Little Rock,Two Little Girls From Little Rock,Marilyn Monroe,spotify:track:3GpQBkd8hJq7d1UBr67ugW
268,Kentucky,Louisville,Home Away from Home,Pokey LaFarge,spotify:track:46JSkbQ3UF2Le90y8j89RK
269,Kentucky,Louisville,Flora,"Peter, Paul and Mary",spotify:track:4gSFMbb5xSKaSh8msgk9xA
270,Kentucky,Louisville,Louisville K-Y,Ella Fitzgerald,spotify:track:68a6kHZL8kHIWwSvjM9St2
271,Texas,Lubbock,Going to Lubbock,The Extra Lens,spotify:track:1ytBSfVTBDdiupFmz8ws3R
272,Texas,Lubbock,Lubbock Or Leave It,Dixie Chicks,spotify:track:3DLsyJ0RsORHNi9xf2BXqE
273,Texas,Luckenbach,"Luckenbach, Texas (Back to the Basics of Love)",Waylon Jennings,spotify:track:5pdKPY4O9CHuzDDp557j4N
274,California,Malibu,L.A. Boyz,Victoria Justice and Ariana Grande,spotify:track:2cOpRVjsE4qZLZbFOB47VJ
275,California,Malibu,Malibu,Hole,spotify:track:5bVOX6eyHsML2sB4aMlZEi
276,California,Malibu,Malibu,Miley Cyrus,spotify:track:1UZOjK1BwmwWU14Erba9CZ
277,California,Malibu,Malibu Gas Station,Sonic Youth,spotify:track:7EkEr0LybjjNdtF998qr4h
278,Utah,Manti,The Town that Raised Me,Mary Kaye,error
279,California,Marina del Rey,Marina del Rey,George Strait,spotify:track:7MvQkU9ycC0KoibUzGuzlf
280,Iowa,Marshalltown,Marshalltown,Modern Life Is War,spotify:track:5tZwGfgN79zumxdAnshkmE
281,Tennessee,Memphis,Black Velvet,Alannah Myles,spotify:track:1KU5EHSz04JhGg3rReGJ0N
282,Tennessee,Memphis,Candyman,Grateful Dead,spotify:track:4FJ0051ukEptZAhP01ExGV
283,Tennessee,Memphis,Considering A Move To Memphis,The Colorblind James Experience,spotify:track:3DhVcVD7xeK8epGemeGA0M
284,Tennessee,Memphis,Crazed Country Rebel,Hank Williams III,spotify:track:3pPirtTb893uRSatvGmy4v
285,Tennessee,Memphis,Graceland,Paul Simon,spotify:track:51KKQAgYFoJHgVIuJWHdHb
286,Tennessee,Memphis,Letter to Memphis,Pixies,spotify:track:0X8aX9hOCK8EKCC3aUTXBf
287,Tennessee,Memphis,Maybe It Was Memphis,Pam Tillis,spotify:track:3wjD3Ufjll7UKrEDPdGuX3
288,Tennessee,Memphis,Memphis,Johnny Rivers,spotify:track:5QqdnAVnNCfWp9CZ3pi5a0
289,Tennessee,Memphis,Memphis,Marcy Playground,spotify:track:7LB1VeUZmIdh3gP6cyaA6E
290,Tennessee,Memphis,Memphis,PJ Harvey,spotify:track:7yPjeaoQlwF8tfbnAhNO2v
291,Tennessee,Memphis,Memphis Beat,Jerry Lee Lewis,spotify:track:5J8racGL1MDMyCEYfSsYuJ
292,Tennessee,Memphis,Memphis Belle,Hank Williams Jr.,spotify:track:5LVi1CxSU1VwFtcMn4PVN5
293,Tennessee,Memphis,Memphis Blues,W. C. Handy,spotify:track:0p6NOOOm3SiEzgzO09z0lh
294,Tennessee,Memphis,Memphis Skyline,Rufus Wainwright,spotify:track:76tXUVsDuHHRrQJj4BayRN
295,Tennessee,Memphis,Memphis Soul Stew,King Curtis,spotify:track:6MqfTP3OwngywVTOS5OAFt
296,Tennessee,Memphis,"Memphis, Tennessee",Chuck Berry,spotify:track:3UYtylPa55RqHS1YDGZoLs
297,Tennessee,Memphis,Messed Up In Memphis,Darryl Worley,spotify:track:0yGpRih3S91xlVMTeIZPss
298,Tennessee,Memphis,New Minglewood Blues,Grateful Dead,spotify:track:27nasmd5S8eIvIkAa7wnSo
299,Tennessee,Memphis,Night Train to Memphis,Roy Acuff,spotify:track:0DVBL1A4nFDu7WqElc1euF
300,Tennessee,Memphis,Nothing 'Bout Memphis,Trisha Yearwood,error
301,Tennessee,Memphis,Pride (In the Name of Love),U2,spotify:track:3dh2LlmeMqKJbzn2WUgt3d
302,Tennessee,Memphis,Queen of Memphis,Confederate Railroad,spotify:track:59XR99m4eEQQZ7d2hcTogz
303,Tennessee,Memphis,Streets of West Memphis,Crime & the City Solution[41],spotify:track:7wkPvnTUQebgkZtUQL7poY
304,Tennessee,Memphis,That's How I Got to Memphis,Bob Bare,spotify:track:31c37xfmgHkAAqiDzNTln8
305,Tennessee,Memphis,Truck Drivin' Man,Lynyrd Skynyrd,spotify:track:7lHEUnQSXkqGMijPvC5qQh
306,Tennessee,Memphis,Walking in Memphis,Marc Cohn,spotify:track:5fgkjhICZnqFctrV0AyuQD
307,Tennessee,Memphis,West Memphis,Lucinda Williams,spotify:track:0fFZnzI3j2YkS85QxMeNOI
308,Tennessee,Memphis,What's Your Mama's Name,Tanya Tucker,spotify:track:0J6dezPhTa0ePaN87kphCs
309,Tennessee,Memphis,Wrong Side of Memphis,Trisha Yearwood,spotify:track:3YgGtQfSy4Lrz3uFW0mL5n
310,Wisconsin,Milwaukee,Milwaukee Polka,Frankie Yankovic,spotify:track:3CVWe6p5R9ThoJyg1wAhir
311,Wisconsin,Milwaukee,What Made Milwaukee Famous (Has Made a Loser Out of Me),Jerry Lee Lewis,spotify:track:43Q9GI0n2kQRRNsM7y4ZwS
312,Wisconsin,Milwaukee,Holocene,Bon Iver,spotify:track:4fbvXwMTXPWaFyaMWUm9CR
313,Minnesota,Minneapolis,Always Coming Back Home to You,Atmosphere,spotify:track:1jMXKqBBJxZzIrrpc0acxu
314,Minnesota,Minneapolis,Christmas Card From a Hooker in Minneapolis,Tom Waits,spotify:track:6BRg8FpfpKUbXeE4Jv7U5u
315,Minnesota,Minneapolis,Lake Street is for Lovers,Lifter Puller,spotify:track:1oOAMNRgXgqNf0QI7jV2WA
316,Minnesota,Minneapolis,Little Green Apples,sung  O.C. Smith,spotify:track:2iNWbCFroEzA8u0lwEvnBH
317,Minnesota,Minneapolis,Mall of America,Desaparecidos,spotify:track:1rKP36gLAkkDwZ750A6Qxj
318,Minnesota,Minneapolis,Minneapolis,that dog,spotify:track:3vZR5moYtrBx2fBoH1rHYa
319,Minnesota,Minneapolis,Minneapolis,Lucinda Williams,spotify:track:5kx0E28zYJm7QdqYhWi4XB
320,Minnesota,Minneapolis,Minneapolis,Bill Janovitz,spotify:track:0J5lOSINPm7t6lRmc1VEmE
321,Minnesota,Minneapolis,MPLS Song,Pinhead Gunpowder,spotify:track:13rWKMRsy6nSjmuESjm1Ev
322,Minnesota,Minneapolis,Ninth and Hennepin,Tom Waits,error
323,Minnesota,Minneapolis,Positively Fourth Street,Bob Dylan,spotify:track:0KYMiWoWICw0LPByiHkJAt
324,Minnesota,Minneapolis,Rock 'n' Roll is Alive (And it Lives in Minneapolis),Prince,spotify:track:7AUgiyftrRSB2TJdORlj64
325,Minnesota,Minneapolis,Shhh,Atmosphere,spotify:track:2X7nt7QX40L8jCeve2UFBF
326,Minnesota,Minneapolis,Seeing Double at the Triple Rock,NOFX,spotify:track:5QegaMGMY7mORFEBngkFxy
327,Minnesota,Minneapolis,Skyway,The Replacements,spotify:track:1brtRz9XgEp1LifkL8z4wb
328,Minnesota,Minneapolis,Southtown Girls,The Hold Steady,spotify:track:0MD6QFZs41HkHe8cC2PHMu
329,Minnesota,Minneapolis,Stuck Between Stations,The Hold Steady,spotify:track:1SEmfPdFm2xCjkxxJOXxkC
330,Minnesota,Minneapolis,Sunshine,Atmosphere,spotify:track:5fgF1o4TJaEmMqApfV58W4
331,Minnesota,Minneapolis,Uptown,Prince,spotify:track:3IiS3fVdtsMPSHsWBgDcFn
332,Minnesota,Minneapolis,Your Little Hoodrat Friend,The Hold Steady,spotify:track:533grBeUGf8mSlN1ZbLwzc
333,Alabama,Mobile,Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,spotify:track:1NYTj6JEw3IOh4ggiBh82h
334,Alabama,Montgomery,Midnight in Montgomery,Alan Jackson,spotify:track:1Bucr8Wk891tg8mP6wtdSW
335,Alabama,Montgomery,"Montgomery, Alabama",David Yazbek,spotify:track:0Ni30RUB4prxuvzXVz7R2X
336,Alabama,Montgomery,Montgomery in the Rain,Hank Williams Jr.,spotify:track:3O9povXoVWnTD8JJJXoYzv
337,Alabama,Montgomery,The Ride,David Allan Coe,spotify:track:1GLWGJh7JS5gk1D9BwKCTM
338,Alabama,Montgomery,Tokyo Storm Warning,Elvis Costello,spotify:track:0pLfv0qTmH5AG2aUQQdkBt
339,Alabama,Montgomery,Angel From Montgomery,John Prine,spotify:track:2qWKpYIleSvBT6aUMXoia5
340,Indiana,Muncie,I Wanna Talk About Me,To Keith,spotify:track:59eq80wpFVDUhJfz2FvWfY
341,Alabama,Muscle Shoals,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7e89621JPkKaeDSTQ3avtg
342,Michigan,Muskegon,They Also Mourn Who Do Not Wear Black,Sufjan Stevens,spotify:track:2m4anM7iZzhnVWSOKHaNvc
343,Oklahoma,Muskogee,Okie from Muskogee,Merle Haggard,spotify:track:1uuqRaSJAiQ6VB8BWblXWJ
344,South Carolina,Myrtle Beach,"Dancin', Shaggin' on the Boulevard",Alabama,spotify:track:4HsGYQ7IvmE2obXaK6iyxB
345,South Carolina,Myrtle Beach,Ocean Boulevard,Band of Oz,spotify:track:1aD1PLLR95prq6TsyjZIGh
346,South Carolina,Myrtle Beach,19 You + Me,Dan + Shay,spotify:track:7ongSdLv28Z27WeCrzZXwB
347,South Carolina,Myrtle Beach,Myrtle Beach Summer 1974,Yung Gravy,spotify:track:42E6UcdoJvsLXFWfdnmKGh
348,California,Olema,Hippie From Olema,The Youngbloods,spotify:track:7Cnme8mi9V3OXyC4QEQ7Sy
349,Washington,Olympia,Rock Star,Hole,spotify:track:72xpgWWuEyLWFFTIKnrAbZ
350,Washington,Olympia,Olympia WA.,Rancid,spotify:track:0TE5Q3XEPkEfmyNtr47wWa
351,Nebraska,Omaha,Convoy,C. W. McCall,spotify:track:6dGWq08LXuIw6T2oUeHECh
352,Nebraska,Omaha,Omaha,Counting Crows,spotify:track:2Uwjr7EnHRXMgmL9SmX1Gj
353,Nebraska,Omaha,(Ready or Not) Omaha Nebraska,Bowling for Soup,spotify:track:2x1saNE4q46sT3lK7j7EK0
354,Nebraska,Omaha,Turn the Page,Bob Seger,spotify:track:6rjMQscV8vUrjKXAsU9hNi
355,Nebraska,Omaha,Uneasy Rider,the Charlie Daniels Band,spotify:track:59yEymxln8Hyuz8XNkUTIX
356,Nebraska,Omaha,We're an American Band,Grand Funk Railroad,spotify:track:3XcjIvaZVUFAIdIYZqY9bd
357,Nebraska,Omaha,Greater Omaha,Desaparecidos,spotify:track:1owAsYoxZ9kFvYsdzPSOUo
358,Texas,Palestine,Wheels,Kanude,spotify:track:0hFSKKGIsxm474c3kqATH5
359,Florida,Panama City,Guitar Man,Jerry Reed,spotify:track:2miE4JKvNNsRaDFvre019k
360,California,Pasadena,The Little Old Lady (From Pasadena),Jan and Dean,spotify:track:4F2w3xgfaVJdCSAqDtJULv
361,Florida,Pensacola,Pensacola,Deerhunter,spotify:track:7LhiUhwLeAR3zB4577WXgY
362,Florida,Pensacola,Maybe Angels,Sheryl Crow,spotify:track:42zVfWg1Ot4i8TovrUq1Di
363,Illinois,Peoria,Prairie Fire That Wanders About,Sufjan Stevens,spotify:track:5McbZlaeBC1rCNKOFOZx6x
364,Pennsylvania,Philadelphia,I-76,G. Love & Special Sauce,spotify:track:40c4Zo0r2HH9aKDgEsbsVA
365,Pennsylvania,Philadelphia,Bury me in Philly,Dave Hause,spotify:track:5HvPdjcmTVrb0t8EXQjy4T
366,Pennsylvania,Philadelphia,Freedom of '76,Ween,spotify:track:7zNOt8sNIYHD3iZYp6irr7
367,Pennsylvania,Philadelphia,Fall in Philadelphia,Hall & Oates,spotify:track:4JsRR4poQA4L4hpe7fB8P9
368,Pennsylvania,Philadelphia,Goode Philadelphia,Peter Cincotti,error
369,Pennsylvania,Philadelphia,Is This America,Skyhooks,spotify:track:7xncPWORd82f6tjPCAolUW
370,Pennsylvania,Philadelphia,Lancaster Avenue Blues,Mischief Brew,spotify:track:2jPpW2CASWTbPHEnDrb6DU
371,Pennsylvania,Philadelphia,Miss Philadelphia,Musiq Soulchild,spotify:track:5DIqePZRkBQ6uoMcPAannh
372,Pennsylvania,Philadelphia,Motown Philly,Boyz II Men,spotify:track:4LxIGAVfcQIw0zAQRyFhU8
373,Pennsylvania,Philadelphia,Philadelphia,Neil Young,spotify:track:0iOammhowtz89ba0i6QRIJ
374,Pennsylvania,Philadelphia,Philadelphia Freedom,Elton John,spotify:track:2hl9ONQ7YGgZGYx0OSHvIq
375,Pennsylvania,Philadelphia,Punk Rock Girl,The Dead Milkmen,spotify:track:1l04CzFskMiq7c30lZvr7i
376,Pennsylvania,Philadelphia,Sailing to Philadelphia,Mark Knopfler,spotify:track:4eA4i2Uf0DDIkpyesj98Ag
377,Pennsylvania,Philadelphia,"Sit Down, John",from the musical 1776,spotify:track:6ghUhgMQz86QkgmhbJ4LOO
378,Pennsylvania,Philadelphia,Streets of Philadelphia,Bruce Springsteen,spotify:track:3fbnbn6A5O5RNb08tlUEgd
379,Pennsylvania,Philadelphia,Summertime,DJ Jazzy Jeff & The Fresh Prince,spotify:track:20XdEFyaUR9C7aDIdq2OAd
380,Pennsylvania,Philadelphia,Tenth Street,Valencia,spotify:track:5FOJpkkbJuWvCBtwxsjfUf
381,Pennsylvania,Philadelphia,TSOP (The Sound of Philadelphia),MFSB,spotify:track:6B9tR2OEurD4FsZM5btj3X
382,Pennsylvania,Philadelphia,South Street,The Orlons,spotify:track:2yoTFqvgtJgEK68lfUC9Kp
383,Pennsylvania,Philadelphia,Yo Home to Bel-Air,DJ Jazzy Jeff & The Fresh Prince,spotify:track:0XsMR5jdR5nCXfJrB3Wfk9
384,Pennsylvania,Philadelphia,You Got Me,The Roots,spotify:track:4pdLZsxq0y5oJDb6Cxlokw
385,Arizona,Phoenix,Anybody Going To San Antone,Charley Pride,spotify:track:1fKHnlTE58pYoO9WWfIICT
386,Arizona,Phoenix,Arizona,Scorpions,spotify:track:6HJMhjioyzZB7z6oSqCZN6
387,Arizona,Phoenix,Bob in Phoenix,Gorillaz,spotify:track:0NJUPC1tmil2ZlchstDww3
388,Arizona,Phoenix,By the Time I Get to Phoenix,Jimmy Webb,spotify:track:2vfLu81LYr5ARMmUTplLD7
389,Pennsylvania,Pittsburgh,31 (For Pittsburgh I Am Bound),Ceann,spotify:track:3rZ0i0fHYidolFMH2rxvsa
390,Pennsylvania,Pittsburgh,I'll Get  in Pittsburgh,Jona Lewie,spotify:track:0TZXrV2dI7fWlTToe8jO3K
391,Pennsylvania,Pittsburgh,I'm in Pittsburgh,The Outcasts,spotify:track:1amhCqDxkHGhQMv1Ss9OJs
392,Pennsylvania,Pittsburgh,Ode to Pittsburgh,Loudon Wainwright III,spotify:track:7pFYzEVKa5WYXiUZSzW50I
393,Pennsylvania,Pittsburgh,Pittsburgh,"Mary Lou Williams, featuring Leon Thomas[42][43]",spotify:track:6RcsAN8XF5KX6mMh6dum8e
394,Pennsylvania,Pittsburgh,Pittsburgh Makes Me Drunk,Ceann,spotify:track:3N2mHZCHUO3hQZI7RZvHFC
395,Pennsylvania,Pittsburgh,"Pittsburgh, Pennsylvania",Guy Mitchell,spotify:track:4ph3PycOyjVCpWTz5amGRd
396,Pennsylvania,Pittsburgh,Pittsburgh Sound (All In My Blood),Wiz Khalifa,spotify:track:14Ohf3TJbGylfMu4Q08CNk
397,Pennsylvania,Pittsburgh,Pittsburgh Town,Pete Seeger,spotify:track:3gO0nRKAyzgoSkFt2TjcZq
398,Pennsylvania,Pittsburgh,Six Days on the Road,Dave Dudley,spotify:track:0LpmpBulMgAwtdC3YYgkql
399,Illinois,Pittsfield,Pittsfield,Sufjan Stevens,spotify:track:1IG42G8we4lIx1Acw0CnzT
400,Maine,Portland,"Portland, Maine",Tim McGraw,spotify:track:6CZ4Wrj6TquFPjabvRwlew
401,Maine,Portland,Portland Town,Schooner Fare,spotify:track:3FIlFeBNetGvNKxS0cAaaD
402,Nevada,Reno,Reno Bound,Southern Pacific,spotify:track:77oMUkg3U7wlgAMULLY5u9
403,Nevada,Reno,Folsom Prison Blues,Johnny Cash,spotify:track:2fDHuS1PTkHBbCWWZF1ph9
404,Nevada,Reno,Don't go Down to Reno,Tony Christie,spotify:track:4KwE2HjyrmMe4VGZuFtxc5
405,Nevada,Reno,All the Way to Reno (You're Gonna Be a Star),R.E.M.,spotify:track:1PMstGcKy2kWEbDvG9lUzy
406,Nevada,Reno,Friend of the Devil,The Grateful Dead,spotify:track:5ZLzl6T8JwqMTMdoE0nCbU
407,Nevada,Reno,"Reno, Reno, Reno",Jonathan Richman,spotify:track:4kqINPDnMweHi7RQFyrbvb
408,Nevada,Reno,Reno Blues,Willie Dixon,spotify:track:1BnXFCpPa2GQsRxQGDdaz6
409,Virginia,Richmond,Gib,Pat McGee Band,spotify:track:5U1zjremtPeAjeg2vKYGP0
410,Virginia,Richmond,James River,Cracker and Camper Van Beethoven[44],spotify:track:1P0bLakvCH8evi0dIXjbLD
411,Virginia,Richmond,James River Blues,Old Crow Medicine Show,spotify:track:1P0bLakvCH8evi0dIXjbLD
412,Virginia,Richmond,Modern Day Bonnie and Clyde,Travis Tritt,spotify:track:58rdbCe3SBJuJeWEJa8Htm
413,Virginia,Richmond,Richmond is a Hard Road,"(Union Civil War song based on ""Jordan is a Hard Road to Travel""  Dan Emmett)",spotify:track:425SpXfrrDxvbvTUjQXwTI
414,Virginia,Richmond,Scuffle Town,Avail[45],spotify:track:36Ywyr6nhlKfBw1MCN9WNW
415,Virginia,Richmond,The Carolinian,Chatham County Line[46],spotify:track:2RtFVEfT3TRZsfaektnvtI
416,Virginia,Richmond,The Night They Drove Old Dixie Down,The Band,spotify:track:2x0supcZhd6NEH1nem9DnR
417,Virginia,Richmond,Virginia Is For Lovers,Mat Kearney,spotify:track:1fKBQYcKKdQWj1HIgChMCz
418,Virginia,Richmond,We Are Marching On To Richmond,"a.k.a. ""Our knapsacks sling"" (Union Civil War song) words and music  E.W. Locke[47][48][49][50]",spotify:track:4vm7K7UZMthppcTjWynLyq
419,California,Riverside,Socal Thugsta,Saint Dog,spotify:track:1VyLCYgprYKrvcGDsTOReq
420,California,Sacramento,Arco Arena,CAKE,spotify:track:3OhRW7VpUG9uvHVpETKzGw
421,California,Sacramento,Sacramento,Middle of the Road,spotify:track:190oN9D5Nf6kVURxWeAcBM
422,Michigan,Saginaw,America,Simon & Garfunkel,spotify:track:6dfhF1BDGmhM69fnCb6wSC
423,Michigan,Saginaw,"Saginaw, Michigan",Lefty Frizzell,spotify:track:6kGTegnkVO7NQuu5DFXRSw
424,Missouri,Saint Louis,Born in St. Louis,Pokey LaFarge,spotify:track:5gct3BzBtvydJcjPkt4UBO
425,Missouri,Saint Louis,Country Grammer,Nelly,spotify:track:3wMUvT6eIw2L5cZFG1yH9j
426,Missouri,Saint Louis,Heavy Metal Drummer,Wilco,spotify:track:4xmeLj3uVcoAwgDtwM4MbG
427,Missouri,Saint Louis,Louis to Frisco,Chuck Berry,spotify:track:6H7OQEC6V2X0mB0ss3yrI8
428,Missouri,Saint Louis,"Meet Me in St. Louis, Louis",,spotify:track:5goARRhPizes6HBMHPsrZe
429,Missouri,Saint Louis,Saint Louis Blues,W. C. Handy,spotify:track:31pd0az9dt0MckKUagKZve
430,Missouri,Saint Louis,Saint Louis Rag,Tom Turpin,spotify:track:4nOvcFYURClX1qEZUZ6k9J
431,Missouri,Saint Louis,St. Louie,Nelly,spotify:track:1jzZxOYrhSgowlEbc22JBF
432,California,Salinas,Me and Bob McGee,,spotify:track:1IqFh00G2kvvMm8pRMpehA
433,Utah,Salt Lake City,Salt Lake City,The Beach Boys,spotify:track:50oyXlMbBYWhx6wzQL85yn
434,Texas,San Angelo,San Angelo,Aaron Watson,spotify:track:2ZNyGkjZRS86SyDlZwDfjE
435,Texas,San Angelo,San Angelo,Marty Robbins,spotify:track:6x9gJfljfdQcH4TrDmTnil
436,Texas,San Angelo,San Angelo,Third Day,spotify:track:7rdzJoHn6NyU8Xhry98xku
437,Texas,San Antonio,Across the Alley from the Alamo,Bob Wills,spotify:track:1UlD2WZutP79ql50rTIBNq
438,Texas,San Antonio,Anybody Going To San Antone,Charlie Pride,spotify:track:1fKHnlTE58pYoO9WWfIICT
439,Texas,San Antonio,It Came from San Antonio,Bruce Robison,spotify:track:2P0yzluQP2SLYa0fXcCEh3
440,Texas,San Antonio,Johnny Come Lately,Steve Earle,spotify:track:2OwE3Xm2w0BngszDNvo42I
441,Texas,San Antonio,New San Antonio Rose,Bob Wills,spotify:track:0ENjQO4pgtxXRFEPS3GXUv
442,Texas,San Antonio,Remember the Alamo,George Strait,spotify:track:13N8tV6WHghe7DfKtSkUtT
443,Texas,San Antonio,San Antonio,Willie Nelson from Texas in My Soul,spotify:track:2qXR5YWhvtYIoewHjvflss
444,Texas,San Antonio,San Antonio Rose,"Lee Ann Womack, and Willie Nelson & Ray Price",spotify:track:6RJa6k6LCzyTlP3QXPDJRP
445,Texas,San Antonio,San Antonio Nights,Eddy Raven,spotify:track:3QUOqmkMDKQWY4nar7Cif3
446,Texas,San Antonio,San Antonio Romeo,Tish Hinojosa,spotify:track:6ZzmTiVB1mfNo7br5erLC3
447,Texas,San Antonio,San Antonio Stroll,Tanya Tucker,spotify:track:2qXR5YWhvtYIoewHjvflss
448,Texas,San Antonio,"San Antonio, TX",Frank Black and the Catholics,spotify:track:1hBELoWENubTOVh4WktPQq
449,Texas,San Antonio,San Antone,Whiskeytown,spotify:track:055qy9CPBFPD4PhC23cULi
450,Texas,San Antonio,What am I Doing Hangin' 'Round?,The Monkees,spotify:track:4mY0WNmDYbizKtfySyQZko
451,California,San Diego,Going to San Diego,The Mountain Goats,spotify:track:57eCF6xVuE6zg5yVtj0SJG
452,California,San Diego,San Diego,Blink 182,spotify:track:68jM3HGqCToav6bsNY2slc
453,California,San Diego,San Diego,Burning Brides,spotify:track:52cJboeP30psqDbTfyQSHl
454,California,San Jose,Do You Know The Way To San Jose?,Burt Bacharach and Hal David,spotify:track:6rO3qRXUnbxwDomrIGiGgY
455,New Mexico,Santa Fe,Amarillo  Morning,George Strait,spotify:track:4TnUKixNWMfajncgdSwFoi
456,New Mexico,Santa Fe,Drive By,Train,spotify:track:0KAiuUOrLTIkzkpfpn9jb9
457,New Mexico,Santa Fe,Santa Fe,Bon Jovi,spotify:track:1wmaAfrbe1JLiyt7SpZeQU
458,New Mexico,Santa Fe,Santa Fe,The Bellamy Brothers,spotify:track:3FHXKNXu9NRBJ8oijReUPq
459,New Mexico,Santa Fe,Santa Fe,The Bluescasters,spotify:track:0UrWr1671EJaTfJMhMvyTs
460,New Mexico,Santa Fe,Santa Fe,Beirut,spotify:track:3gQZdiGlObKaY274Q3lnoH
461,New Mexico,Santa Fe,Santa Fe,from Newsies,spotify:track:4KFIoI4qGOc3qnzTgXJBvb
462,New Mexico,Santa Fe,Santa Fe,from Rent,spotify:track:03oRiX5lPxkiTbGsuJ9PDa
463,New Mexico,Santa Fe,Santa Fe,Bob Dylan,spotify:track:3kDONxMPikzWNH8Ax32vED
464,New Mexico,Santa Fe,Me and My Uncle,Grateful Dead,spotify:track:2mliKZOmPLLA5CmylylPzI
465,New Mexico,Santa Fe,Oblivion,Mudhoney,spotify:track:3m73gfjtOCff0g6FnBiwrF
466,New Mexico,Santa Fe,Gone to Santa Fe,David Wilcox,spotify:track:5DQgyXfLsbeX2fRnwA0rTt
467,New Mexico,Santa Fe,"Hair of Gold, Eyes of Blue",Frank Sinatra,spotify:track:43Pd8tMnXDUCzEwnFgEZaf
468,New Mexico,Santa Fe,Coyote,Better Than Ezra,spotify:track:4nepaN1egb6j23LB39I7Rh
469,New Mexico,Santa Fe,G.I. Five,Johnny Mercer,spotify:track:0n9ADfQmP3mfglcD8l3RvX
470,New Mexico,Santa Fe,Lose That Girl,Saint Etienne,spotify:track:4QxOUtAmw5p2R14BKArkIH
471,New Mexico,Santa Fe,New Mexico's no Breeze,Iron & Wine,spotify:track:6EvFPkPbgkV7jDNFGGxoaq
472,New Mexico,Santa Fe,Midnight Train,Charlie Daniels Band,spotify:track:6bfo2lxh8b1DjuQvUA82fY
473,California,Sausalito,Sausalito Summer Night,Diesel,spotify:track:3Vah9acceGHoVBgH4iijET
474,Georgia,Savannah,Savannah,Relient K,spotify:track:5xJII9WBtF4YwKeTsymO6P
475,Georgia,Savannah,West Savannah,Outkast,spotify:track:5yTQ7Vy6EwKwB64Vho90LI
